"taskID","transcription","valid","comments","userID","inputBy","track","automatedTranscription","sort","sortTwo"
"91150","had a very coarse texture if you wanted a very rich colour. The artists liked that because when lit by candle the whole of The Virgin","no","",,"Daniel Pett; Jeff Okazaki","  602_The_Nativity_Chunk_12.mp3","had a very coarse texture if you wanted a very rich color the artist like that because when lit by candle the whole of The Verge","12","The_Nativity"
"91150","had a very coarse texture if you wanted a very rich color the artist liked that because when lit by candle the whole of the virgin's
","no","","   1","Daniel Pett; Jeff Okazaki","  602_The_Nativity_Chunk_12.mp3","had a very coarse texture if you wanted a very rich color the artist like that because when lit by candle the whole of The Verge","12","The_Nativity"
"91150","had a very coarse texture if you wanted a very rich color.  The artist liked that because when lit by candle the whole of The Virgin's...","yes",""," 243","Daniel Pett; Jeff Okazaki","  602_The_Nativity_Chunk_12.mp3","had a very coarse texture if you wanted a very rich color the artist like that because when lit by candle the whole of The Verge","12","The_Nativity"
,,,,,,,,,
"91151","robe could glitter in the flickering candle light unfortunately this rough surface texture was soon buried under a layer of wax
","no","","   1","Daniel Pett; Jeff Okazaki","  602_The_Nativity_Chunk_13.mp3","could glitter in the flickering candle light unfortunately this rough surface texture was soon buried under a layer of","13","The_Nativity"
"91151","robe could glitter in the flickering candle light.  But unfortunately this rough surface texture was soon buried under a layer of wax","yes",""," 243","Daniel Pett; Jeff Okazaki","  602_The_Nativity_Chunk_13.mp3","could glitter in the flickering candle light unfortunately this rough surface texture was soon buried under a layer of","13","The_Nativity"
"91151","robe could glitter in the flickering candle light but unfortunately this rough surface texture was soon buried under a layer of wax","no","",,"Daniel Pett; Jeff Okazaki","  602_The_Nativity_Chunk_13.mp3","could glitter in the flickering candle light unfortunately this rough surface texture was soon buried under a layer of","13","The_Nativity"
,,,,,,,,,
"91152","and soot each time the candles were blown out.  So it would slowly over maybe 100 years turned black.  That's what happened with this painting.","no",""," 243","Jeff Okazaki","  602_The_Nativity_Chunk_14.mp3","insert each time the candles were blown out so it would slowly over maybe 100 years turned black that's what happened with this paint","14","The_Nativity"
"91152","and soot each time the candles were blown out so it would slowly over maybe 100 years turned black that's what happened with this painting","no","",,"Jeff Okazaki","  602_The_Nativity_Chunk_14.mp3","insert each time the candles were blown out so it would slowly over maybe 100 years turned black that's what happened with this paint","14","The_Nativity"
"91152","insert each time the candles were blown out so it would slowly over maybe 100 years turn black that's what happened with this painting","no","",,"Jeff Okazaki","  602_The_Nativity_Chunk_14.mp3","insert each time the candles were blown out so it would slowly over maybe 100 years turned black that's what happened with this paint","14","The_Nativity"
,,,,,,,,,
"91153","and it's possible that in trying to clean that black layer off a restorer in the past has actually removed some of the azurite paint as well","no","",,"Jasmine E Brady; Jeff Okazaki","  602_The_Nativity_Chunk_15.mp3","and it's possible that in trying to clean that black there off and restorer in the past has actually removed some of the asteroid paint as well","15","The_Nativity"
"91153","and it's possible that in trying to clean that black there off, a restorer in the past has actually removed some of the azurite paint as well","no","","1924","Jasmine E Brady; Jeff Okazaki","  602_The_Nativity_Chunk_15.mp3","and it's possible that in trying to clean that black there off and restorer in the past has actually removed some of the asteroid paint as well","15","The_Nativity"
"91153","and it's possible that in trying to clean that black there off a restorer in the past has actually removed some of the azurite paint as well.","yes",""," 243","Jasmine E Brady; Jeff Okazaki","  602_The_Nativity_Chunk_15.mp3","and it's possible that in trying to clean that black there off and restorer in the past has actually removed some of the asteroid paint as well","15","The_Nativity"
,,,,,,,,,
"91154","and important parts of the panel are now thought to have been executed by the Master's own hand look at the beautiful head of the Virgin Mary for instance the minute brush strokes","no","",,"Jasmine E Brady; Jeff Okazaki","  602_The_Nativity_Chunk_2.mp3","an important part of the panel and are thought to have been executed by the Masters own hand look at the beautiful head of the Virgin Mary Francis the man you trust","2","The_Nativity"
"91154","an important part of the panel are now thought to have been executed by the Masters own hand. Look at the beautiful head of the Virgin Mary for instance, the minute brushstrokes that","yes","","1924","Jasmine E Brady; Jeff Okazaki","  602_The_Nativity_Chunk_2.mp3","an important part of the panel and are thought to have been executed by the Masters own hand look at the beautiful head of the Virgin Mary Francis the man you trust","2","The_Nativity"
"91154","and important parts of the panel are now thought to have been executed by the Master's own hand.  Look at the beautiful head of the Virgin Mary for instance, the minute brush strokes that...","yes",""," 243","Jasmine E Brady; Jeff Okazaki","  602_The_Nativity_Chunk_2.mp3","an important part of the panel and are thought to have been executed by the Masters own hand look at the beautiful head of the Virgin Mary Francis the man you trust","2","The_Nativity"
,,,,,,,,,
"91155","give shape to her face and neck. The individual strands of hair picked out in gold. And look at her delicate Gossamer thin veil, the same material as you","yes","","1924","Jasmine E Brady; Jeff Okazaki","  602_The_Nativity_Chunk_3.mp3","give shapes of face and neck the individual strands of hair picked out in gold and look at it delicate as Gossamer thin veil of the stomata","3","The_Nativity"
"91155","give shape to her face and neck.  The individual strands of her hair picked out in gold.  And look at her delicate and gossamer thin veil the sew materialers used...","yes",""," 243","Jasmine E Brady; Jeff Okazaki","  602_The_Nativity_Chunk_3.mp3","give shapes of face and neck the individual strands of hair picked out in gold and look at it delicate as Gossamer thin veil of the stomata","3","The_Nativity"
"91155","give shape to her face and neck the individual strands of her hair picked out in gold and look at her delicate, gossamer thin veil the same material as you","no","",,"Jasmine E Brady; Jeff Okazaki","  602_The_Nativity_Chunk_3.mp3","give shapes of face and neck the individual strands of hair picked out in gold and look at it delicate as Gossamer thin veil of the stomata","3","The_Nativity"
,,,,,,,,,
"91156","Christ's swaddling clothes.  Look then at the brilliantly subtle expression on the face of Joseph sitting next to her.  He seems to look with both love and bewilderment at the...","yes","the words ""used for"" are lost between tasks 9-10"," 243","Jasmine E Brady; Jeff Okazaki","  602_The_Nativity_Chunk_4.mp3","Christ swaddling Clothes look then at the brilliant eastsuffolk expression on the face of Joseph sitting next to her he seems to look with love and Bewildered","4","The_Nativity"
"91156","Christ's swaddling clothes look then at the brilliantly subtle expression on the face of Joseph sitting next to her he seems to look with love and bewilderment at the ","no","",,"Jasmine E Brady; Jeff Okazaki","  602_The_Nativity_Chunk_4.mp3","Christ swaddling Clothes look then at the brilliant eastsuffolk expression on the face of Joseph sitting next to her he seems to look with love and Bewildered","4","The_Nativity"
"91156","the Christ's swaddling clothes. look then at the brilliantly subtle expression on the face of Joseph sitting next to her. He seems to look with both love and bewilderment at the","yes","","1924","Jasmine E Brady; Jeff Okazaki","  602_The_Nativity_Chunk_4.mp3","Christ swaddling Clothes look then at the brilliant eastsuffolk expression on the face of Joseph sitting next to her he seems to look with love and Bewildered","4","The_Nativity"
,,,,,,,,,
"91157","child born to his Virgin wife it's hard to believe that the same hand that produced these exceptionally fine passages of paint could also have been responsible","no","",,"Jasmine E Brady; Jeff Okazaki","  602_The_Nativity_Chunk_5.mp3","child born days Virgin wife it's hard to believe that the same hand that produce these exceptionally fine passages of paint could also be responsible","5","The_Nativity"
"91157","child born to his Virgin wife. It's hard to believe that the same hand that produced these exceptionally fine passages of paint could also have been responsible","yes","","1924","Jasmine E Brady; Jeff Okazaki","  602_The_Nativity_Chunk_5.mp3","child born days Virgin wife it's hard to believe that the same hand that produce these exceptionally fine passages of paint could also be responsible","5","The_Nativity"
"91157","child born to his virgin wife.  It's hard to believe that the same hand that produce these exceptionally fine passages of paint could also have been responsible","yes",""," 243","Jasmine E Brady; Jeff Okazaki","  602_The_Nativity_Chunk_5.mp3","child born days Virgin wife it's hard to believe that the same hand that produce these exceptionally fine passages of paint could also be responsible","5","The_Nativity"
,,,,,,,,,
"91158","for the simplified depiction of the wall and roof of the cattle shed that shelters the Holy Family not that Ghirlandaio's apprentices were necessarily hacks in 1487","no","",,"Jasmine E Brady; Jeff Okazaki","  602_The_Nativity_Chunk_6.mp3","the simplified a picture of a wall and roof of the cattle shed that shouts at the Holy Family not that girl and as apprentices will necessarily hacks in 14 days","6","The_Nativity"
"91158","the simplified depiction of the wall and roof of the cattle shed that shelters the Holy Family. Not that Ghirlandaio's apprentices were neccessarily hacks. In 1487","no","","1924","Jasmine E Brady; Jeff Okazaki","  602_The_Nativity_Chunk_6.mp3","the simplified a picture of a wall and roof of the cattle shed that shouts at the Holy Family not that girl and as apprentices will necessarily hacks in 14 days","6","The_Nativity"
"91158","for the simplified depiction of the wall and roof of the cattle shed that shelters the Holy Family.  Not that Ghirlandaio's apprentices were necessarily hacks.  In 1487","yes",""," 243","Jasmine E Brady; Jeff Okazaki","  602_The_Nativity_Chunk_6.mp3","the simplified a picture of a wall and roof of the cattle shed that shouts at the Holy Family not that girl and as apprentices will necessarily hacks in 14 days","6","The_Nativity"
,,,,,,,,,
"91159","His workshop admitted the twelve-year-old Michelangelo Buonarrotti as an apprentice. In later life Michelangelo would play down Ghirlandaio's influence on his work","yes","","1924","Jasmine E Brady; Jeff Okazaki","  602_The_Nativity_Chunk_7.mp3","is workshop admitted the twelve-year-old Michelangelo buonarroti is an apprentice in later life Michelangelo would play down girl and Isles info","7","The_Nativity"
"91159","his workshop admitted the twelve-year-old Michelangelo Buonarroti as an apprentice.  In later life Michelangelo would play down Ghirlandaio's influence on his...","yes",""," 243","Jasmine E Brady; Jeff Okazaki","  602_The_Nativity_Chunk_7.mp3","is workshop admitted the twelve-year-old Michelangelo buonarroti is an apprentice in later life Michelangelo would play down girl and Isles info","7","The_Nativity"
"91159","his workshop admitted the twelve-year-old Michelangelo Buonarroti as an apprentice in later life Michelangelo would play down Ghirlandaio's influence on his","no","",,"Jasmine E Brady; Jeff Okazaki","  602_The_Nativity_Chunk_7.mp3","is workshop admitted the twelve-year-old Michelangelo buonarroti is an apprentice in later life Michelangelo would play down girl and Isles info","7","The_Nativity"
,,,,,,,,,
"91160","work, but it is his first teachers eternal credit but the painter of the frescoes of the Sistine Chapel ceiling first learnt the technique in his workshop.  ","yes","A word is cutoff at the very end of the recording."," 243","Jasmine E Brady; Jeff Okazaki","  602_The_Nativity_Chunk_8.mp3","work but it is his first teachers eternal credit but the painter of the frescoes of the Sistine Chapel ceiling first learn the technique in his workshop","8","The_Nativity"
"91160","work. But it is to his first teacher's eternal credit that the painter of the frescoes of the Sistine Chapel ceiling first learnt the technique in his workshop","yes","","1924","Jasmine E Brady; Jeff Okazaki","  602_The_Nativity_Chunk_8.mp3","work but it is his first teachers eternal credit but the painter of the frescoes of the Sistine Chapel ceiling first learn the technique in his workshop","8","The_Nativity"
"91160","work but it is to his first teachers eternal credit that the painter of the frescoes of the Sistine Chapel ceiling first learnt the technique in his workshop","no","",,"Jasmine E Brady; Jeff Okazaki","  602_The_Nativity_Chunk_8.mp3","work but it is his first teachers eternal credit but the painter of the frescoes of the Sistine Chapel ceiling first learn the technique in his workshop","8","The_Nativity"
,,,,,,,,,
"91161","conservator Spike Bucklow the colours in Ghirlandaio's Nativity have all changed like a lot of late mediaeval paintings","no","",,"Jasmine E Brady; Jeff Okazaki","  602_The_Nativity_Chunk_9.mp3","conservator spike bucklow the colours in giving dies nativity have all changed like a lot of late mediaeval paintings","9","The_Nativity"
"91161","conservator Spike Butler, ""The colours in Ghirlandaio's nativity have all changed.  Like a lot of Late Mediaeval paintings they","yes","It appears the word ""here's"" is lost between Task 14-15."," 243","Jasmine E Brady; Jeff Okazaki","  602_The_Nativity_Chunk_9.mp3","conservator spike bucklow the colours in giving dies nativity have all changed like a lot of late mediaeval paintings","9","The_Nativity"
"91161","Conservator Spike Bucklow: The colours in Ghirlandaio's nativity have all changed, like a lot of late medieval paintings","yes","","1924","Jasmine E Brady; Jeff Okazaki","  602_The_Nativity_Chunk_9.mp3","conservator spike bucklow the colours in giving dies nativity have all changed like a lot of late mediaeval paintings","9","The_Nativity"
,,,,,,,,,
"91162","This bronze head, with its rough unfinished appearance, is as affably informal as the great physicist Albert Einstein himself is reputed to have been ","no","Bronze head? Or bronze had?","2009","Hannah Smith; Mariah Ashbacher","  101-AlbertEinstein_Chunk_0.mp3","this bronze had wood it's rough unfinished appearance is as after the informal as the great physicist Albert Einstein himself is reputed to have been","0","AlbertEinstein"
"91162","this bronze head with it's rough unfinished appearance is affably informal as the great physicist Albert Einstein himself is reputed to have been
","no","",,"Hannah Smith; Mariah Ashbacher","  101-AlbertEinstein_Chunk_0.mp3","this bronze had wood it's rough unfinished appearance is as after the informal as the great physicist Albert Einstein himself is reputed to have been","0","AlbertEinstein"
"91162","This bronze head, with its rough unfinished appearance, is as affably informal, as the great physicist Albert Einstein, himself is reputed to have been. ","no","","2008","Hannah Smith; Mariah Ashbacher","  101-AlbertEinstein_Chunk_0.mp3","this bronze had wood it's rough unfinished appearance is as after the informal as the great physicist Albert Einstein himself is reputed to have been","0","AlbertEinstein"
,,,,,,,,,
"91163","With his drooping eyelids and unkempt moustache, genius has here been humanised. In his autobiography the sculpture Jake Bapstein recalled ","no","","2009","Hannah Smith; Mariah Ashbacher","  101-AlbertEinstein_Chunk_1.mp3","what is drooping eyelids and unkempt moustache geniuses have been humanised in his autobiography the sculptor Jacob Epstein","1","AlbertEinstein"
"91163","With his drooping eyelids and unkempt mustache, genius has been humanized. In his autobiography the sculptor Jacob Epstein recalled","no","","2008","Hannah Smith; Mariah Ashbacher","  101-AlbertEinstein_Chunk_1.mp3","what is drooping eyelids and unkempt moustache geniuses have been humanised in his autobiography the sculptor Jacob Epstein","1","AlbertEinstein"
"91163","with his drooping eyelids and unkempt moustache genius has here been humanised. In his autobiography, the sculptor Jacob Epstein
","no","",,"Hannah Smith; Mariah Ashbacher","  101-AlbertEinstein_Chunk_1.mp3","what is drooping eyelids and unkempt moustache geniuses have been humanised in his autobiography the sculptor Jacob Epstein","1","AlbertEinstein"
,,,,,,,,,
"91164","I asked him to smoke in the interval. Einstein’s manner was full of charm and ?  He enjoyed a joke and had many a ","no","Charm and bahaming?","2009","Hannah Smith; Mariah Ashbacher","  101-AlbertEinstein_Chunk_10.mp3","I asked him to smoke in the interval Einstein's man or was full of charm and Bonnie he enjoyed the joke and had me","10","AlbertEinstein"
"91164","I asked him to smoke in the interval. Einstein's manner was full of charm and bonhomie.  He enjoyed a joke and had many
","no","",,"Hannah Smith; Mariah Ashbacher","  101-AlbertEinstein_Chunk_10.mp3","I asked him to smoke in the interval Einstein's man or was full of charm and Bonnie he enjoyed the joke and had me","10","AlbertEinstein"
"91164","...sitting I asked him to smoke in the interval. Einstein's manner was full of charm and bonhomie. He enjoyed a joke and had many a...","yes","This is a quote from Jacob Epstein's book, Let There Be Sculpture","2008","Hannah Smith; Mariah Ashbacher","  101-AlbertEinstein_Chunk_10.mp3","I asked him to smoke in the interval Einstein's man or was full of charm and Bonnie he enjoyed the joke and had me","10","AlbertEinstein"
,,,,,,,,,
"91165","Drive at the nazi professors. 100 of whom in a book had condemned his theory. Were I wrong he said one professor would have been quite enough. ","no","","2009","Hannah Smith; Mariah Ashbacher","  101-AlbertEinstein_Chunk_11.mp3","drive at the Nazi professors 100 women a book and Condemned his theory where I run he said one professor would have been quite enough","11","AlbertEinstein"
"91165","jibe at the Nazi professors, one hundred of whom in a book condemned his theories. ""Were I wrong,"" he said, ""one professor would have been quite enough."" ","no","","2008","Hannah Smith; Mariah Ashbacher","  101-AlbertEinstein_Chunk_11.mp3","drive at the Nazi professors 100 women a book and Condemned his theory where I run he said one professor would have been quite enough","11","AlbertEinstein"
"91165","jibe at the Nazi professors, 100 of whom in a book had condemned his theory. ""Were I wrong"" he said, ""one professor would have been quite enough""
","no","",,"Hannah Smith; Mariah Ashbacher","  101-AlbertEinstein_Chunk_11.mp3","drive at the Nazi professors 100 women a book and Condemned his theory where I run he said one professor would have been quite enough","11","AlbertEinstein"
,,,,,,,,,
"91166","Also when speaking of the Nazis, he once said: 'I thought I was a physicist. I didn't bother about being a Jew until Hitler made me conscious of it.'
","no","",,"Hannah Smith; Mariah Ashbacher","  101-AlbertEinstein_Chunk_12.mp3","also when speaking of the Nazis you want said I thought I was a physicist I didn't bother about being a Jew until Hitler may be conscious of it","12","AlbertEinstein"
"91166","also when speaking of the Nazis, he once said, ""I thought I was a physicist. I didn't bother about being a Jew until Hitler made me conscious of it."" ","no","","2008","Hannah Smith; Mariah Ashbacher","  101-AlbertEinstein_Chunk_12.mp3","also when speaking of the Nazis you want said I thought I was a physicist I didn't bother about being a Jew until Hitler may be conscious of it","12","AlbertEinstein"
"91166","Also when speaking of the Nazis he once said I thought I was a physicist I didn’t bother about being a Jew until Hitler made me conscious of it. ","no","","2009","Hannah Smith; Mariah Ashbacher","  101-AlbertEinstein_Chunk_12.mp3","also when speaking of the Nazis you want said I thought I was a physicist I didn't bother about being a Jew until Hitler may be conscious of it","12","AlbertEinstein"
,,,,,,,,,
"91167","","yes",""," 677","Michael Adams; Hannah Smith; Mariah Ashbacher","  101-AlbertEinstein_Chunk_13.mp3","it has been suggested that it was his conversations with Epstein that eventually persuaded Einstein to speak out publicly against Adolf Hitler and the rise of nazism","13","AlbertEinstein"
"91167","","yes","","2008","Michael Adams; Hannah Smith; Mariah Ashbacher","  101-AlbertEinstein_Chunk_13.mp3","it has been suggested that it was his conversations with Epstein that eventually persuaded Einstein to speak out publicly against Adolf Hitler and the rise of nazism","13","AlbertEinstein"
"91167","","yes","","2009","Michael Adams; Hannah Smith; Mariah Ashbacher","  101-AlbertEinstein_Chunk_13.mp3","it has been suggested that it was his conversations with Epstein that eventually persuaded Einstein to speak out publicly against Adolf Hitler and the rise of nazism","13","AlbertEinstein"
,,,,,,,,,
"91168","his impressions of Einstein as he posed for him in September 1933 his glands contained a mixture of the humane the humerus and the profound","yes",""," 677","Michael Adams; Hannah Smith; Mariah Ashbacher","  101-AlbertEinstein_Chunk_2.mp3","is impressions of Einstein as he posed for him in September 1933 his glands contained a mixture of humane the humerus and the profound","2","AlbertEinstein"
"91168","his impressions of Einstein as he posed for him in September 1933. ""His glance contained a mixture of humane, the humorous, and the profound."" ","no","","2008","Michael Adams; Hannah Smith; Mariah Ashbacher","  101-AlbertEinstein_Chunk_2.mp3","is impressions of Einstein as he posed for him in September 1933 his glands contained a mixture of humane the humerus and the profound","2","AlbertEinstein"
"91168","His impressions of Einstein as he posed for him in September 1933. His glance contained a mixture of humane, the humerus and the profound. ","no","","2009","Michael Adams; Hannah Smith; Mariah Ashbacher","  101-AlbertEinstein_Chunk_2.mp3","is impressions of Einstein as he posed for him in September 1933 his glands contained a mixture of humane the humerus and the profound","2","AlbertEinstein"
,,,,,,,,,
"91169","a combination which delighted me he resembled the ageing Rembrandt the good humour that Epstein detected in Einstein's expression was in the face","yes",""," 677","Michael Adams; Hannah Smith; Mariah Ashbacher","  101-AlbertEinstein_Chunk_3.mp3","a combination which delighted me the ageing Rembrandt the good humour that Epstein detected in Einstein's expression was in the face","3","AlbertEinstein"
"91169","""...a combination which delighted me. He resembled the aging Rembrandt."" The good humor that Epstein detected in Einstein's expression was in the face of enormous...","no","","2008","Michael Adams; Hannah Smith; Mariah Ashbacher","  101-AlbertEinstein_Chunk_3.mp3","a combination which delighted me the ageing Rembrandt the good humour that Epstein detected in Einstein's expression was in the face","3","AlbertEinstein"
"91169","A combination which delighted me. He resembled the ageing Rembrandt. The good humour that Epstein detected in Einstein’s expression was in the face of","no","","2009","Michael Adams; Hannah Smith; Mariah Ashbacher","  101-AlbertEinstein_Chunk_3.mp3","a combination which delighted me the ageing Rembrandt the good humour that Epstein detected in Einstein's expression was in the face","3","AlbertEinstein"
,,,,,,,,,
"91170","almost tension Hitler at come to power in January 1933 the Nazis had dismissed Einstein's workers Jewish physics and the","yes",""," 677","Michael Adams; Hannah Smith; Mariah Ashbacher","  101-AlbertEinstein_Chunk_4.mp3","almost tension Hitler at come to power in January 1933 the Nazis had dismissed Einstein's workers Jewish physics","4","AlbertEinstein"
"91170","Enormous tension. Hitler had come to power in January 1933. The nazis has dismissed Einstein’s work as Jewish physics and the ","no","","2009","Michael Adams; Hannah Smith; Mariah Ashbacher","  101-AlbertEinstein_Chunk_4.mp3","almost tension Hitler at come to power in January 1933 the Nazis had dismissed Einstein's workers Jewish physics","4","AlbertEinstein"
"91170","...enormous tension. Hitler had come to power in January 1933. The Nazis had dismissed Einstein's work as a Jewish physics. And the...","yes","","2008","Michael Adams; Hannah Smith; Mariah Ashbacher","  101-AlbertEinstein_Chunk_4.mp3","almost tension Hitler at come to power in January 1933 the Nazis had dismissed Einstein's workers Jewish physics","4","AlbertEinstein"
,,,,,,,,,
"91171","assist I've been forced to flee his home and job in Berlin a Bounty of a 1000 guineas on his head he eventually ended up with a professorship in Princeton but before","yes",""," 677","Michael Adams; Hannah Smith; Mariah Ashbacher","  101-AlbertEinstein_Chunk_5.mp3","assist I've been forced to flee his home and job in Berlin a Bounty of 1000 guineas on his had eventually ended up with the professorship in Princeton","5","AlbertEinstein"
"91171","Physicist had been forced to flee his home and job in Berlin. A bounty of 1000 Guineas on his head. He eventually ended up with the professorship in Princeton. But before ","yes","","2009","Michael Adams; Hannah Smith; Mariah Ashbacher","  101-AlbertEinstein_Chunk_5.mp3","assist I've been forced to flee his home and job in Berlin a Bounty of 1000 guineas on his had eventually ended up with the professorship in Princeton","5","AlbertEinstein"
"91171","...scientist had been forced to flee his home and job in Berlin, a bounty of a thousand guineas on his head. He eventually ended up with a professorship in Princeton, but before...","yes","","2008","Michael Adams; Hannah Smith; Mariah Ashbacher","  101-AlbertEinstein_Chunk_5.mp3","assist I've been forced to flee his home and job in Berlin a Bounty of 1000 guineas on his had eventually ended up with the professorship in Princeton","5","AlbertEinstein"
,,,,,,,,,
"91172","leaving Europe for America he spent time in England at the invitation of the MP commander Oliver Locker lampson a Close political Ally of Winston Churchill","yes",""," 677","Michael Adams; Hannah Smith; Mariah Ashbacher","  101-AlbertEinstein_Chunk_6.mp3","leaving Europe for America he spent time in England at the invitation of the MP commander Oliver Locker lampson Close political Ally of Winston Churchill","6","AlbertEinstein"
"91172","...leaving Europe for America he spent time in England at the invitation of the MP, Commander Oliver Locker-Lampson, a close political ally of Winston Churchill.","yes","","2008","Michael Adams; Hannah Smith; Mariah Ashbacher","  101-AlbertEinstein_Chunk_6.mp3","leaving Europe for America he spent time in England at the invitation of the MP commander Oliver Locker lampson Close political Ally of Winston Churchill","6","AlbertEinstein"
"91172","Leaving Europe for America he spent time in England at the invitation of the MP commander Oliver Locker lampson, close political Ally of Winston Churchill ","no","","2009","Michael Adams; Hannah Smith; Mariah Ashbacher","  101-AlbertEinstein_Chunk_6.mp3","leaving Europe for America he spent time in England at the invitation of the MP commander Oliver Locker lampson Close political Ally of Winston Churchill","6","AlbertEinstein"
,,,,,,,,,
"91173","and Rowton Heath Norfolk on the north sea coast in a beach hut containing a grand piano Einstein smoked his pipe straight away on an old violin","yes",""," 677","Michael Adams; Hannah Smith; Mariah Ashbacher","  101-AlbertEinstein_Chunk_7.mp3","Rowton Heath Norfolk on the north sea coast in a beach hut containing a grand piano Einstein smoke his pipe straight away on an old van","7","AlbertEinstein"
"91173","and at Rowton Heath, Norfolk, on the North Sea coast, in a beach hut containing a grand piano, Einstein smoked his pipe, scraped away on an old violin","yes","","2008","Michael Adams; Hannah Smith; Mariah Ashbacher","  101-AlbertEinstein_Chunk_7.mp3","Rowton Heath Norfolk on the north sea coast in a beach hut containing a grand piano Einstein smoke his pipe straight away on an old van","7","AlbertEinstein"
"91173","And at Rowton Health Norfolk on the North Sea coast in a beach hut containing a grand piano Einstein smoked his pipe scraped away on an old violin ","no","","2009","Michael Adams; Hannah Smith; Mariah Ashbacher","  101-AlbertEinstein_Chunk_7.mp3","Rowton Heath Norfolk on the north sea coast in a beach hut containing a grand piano Einstein smoke his pipe straight away on an old van","7","AlbertEinstein"
,,,,,,,,,
"91174","and chated as Epstein modelled his head in clay in his autobiography Epstein recorded his sittings with Einstein","yes",""," 677","Michael Adams; Hannah Smith; Mariah Ashbacher","  101-AlbertEinstein_Chunk_8.mp3","Uncharted as Epstein modelled his head and play in his autobiography Epstein recorder sittings with Einstein","8","AlbertEinstein"
"91174","And chatted as Epstein modelled his head in clay. In his autobiography Epstein recalled his sittings with Einstein","no","","2009","Michael Adams; Hannah Smith; Mariah Ashbacher","  101-AlbertEinstein_Chunk_8.mp3","Uncharted as Epstein modelled his head and play in his autobiography Epstein recorder sittings with Einstein","8","AlbertEinstein"
